job_id,job_title,normalized_title,role_category,seniority,company_name,city,region,country_code,location_group,salary_min,salary_max,salary_currency,salary_period,salary_type,employment_type,work_mode,experience_level,education_requirement,posting_date,collected_at,dq_score,source_name,has_salary,salary_midpoint,dataset_period
24489,Data Analyst,data analyst,data_analyst,unknown,Nomia,Waterloo,Uk,GB,UK Other,34741.57,34741.57,GBP,annual,,,on_site,NaN,NaN,2026-07-16,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,34741.57,Recent UK (2023-2026)
24490,Data Analyst,data analyst,data_analyst,unknown,Pod Talent Ltd,Farringdon,Uk,GB,Greater London,45000.0,60000.0,GBP,annual,,,on_site,NaN,NaN,2026-08-18,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,52500.0,Recent UK (2023-2026)
24491,Data Analyst,data analyst,data_analyst,unknown,McCabe & Barton,London,Uk,GB,London,85000.0,85000.0,GBP,annual,,,hybrid,NaN,NaN,2026-08-13,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,85000.0,Recent UK (2023-2026)
24492,Data Analyst,data analyst,data_analyst,unknown,G-Research,London,Uk,GB,London,51993.86,51993.86,GBP,annual,,,on_site,NaN,NaN,2026-07-27,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,51993.86,Recent UK (2023-2026)
24493,Data Analyst,data analyst,data_analyst,unknown,AvePoint,London,Uk,GB,London,48699.99,48699.99,GBP,annual,,,on_site,NaN,NaN,2026-07-12,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,48699.99,Recent UK (2023-2026)
24494,Data Analyst,data analyst,data_analyst,unknown,Connect2Hackney,Hackney,Uk,GB,Greater London,98800.0,104000.0,GBP,annual,,contract,on_site,NaN,NaN,2026-08-11,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,101400.0,Recent UK (2023-2026)
24495,Data Analyst,data analyst,data_analyst,unknown,Solirius Reply,London,Uk,GB,London,59407.18,59407.18,GBP,annual,,,on_site,NaN,NaN,2026-08-01,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,59407.18,Recent UK (2023-2026)
24496,Data Analyst,data analyst,data_analyst,unknown,IFM Investors,London,Uk,GB,London,46847.5,46847.5,GBP,annual,,,on_site,NaN,NaN,2026-08-20,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,46847.5,Recent UK (2023-2026)
24497,Data Analyst,data analyst,data_analyst,unknown,Sagacity,London,Uk,GB,London,48310.73,48310.73,GBP,annual,,permanent,on_site,NaN,NaN,2026-04-22,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,48310.73,Recent UK (2023-2026)
24498,Data Analyst,data analyst,data_analyst,unknown,ITV,London,Uk,GB,London,45972.38,45972.38,GBP,annual,,contract,hybrid,NaN,NaN,2026-08-20,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,45972.38,Recent UK (2023-2026)
24499,Senior Planning & Data Analyst,Senior Planning & Data Analyst,data_analyst,senior,Morgan Law,London,Uk,GB,London,43000.0,50000.0,GBP,annual,,permanent,hybrid,NaN,NaN,2026-07-30,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,46500.0,Recent UK (2023-2026)
24500,Data Analyst - Remote,Data Analyst - Remote,data_analyst,unknown,YO AI Labs,London,Uk,GB,London,44332.88,44332.88,GBP,annual,,contract,remote,NaN,NaN,2026-07-01,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,44332.88,Recent UK (2023-2026)
24501,Senior Data Analyst,senior data analyst,data_analyst,senior,Viber,Bankside,Uk,GB,UK Other,61001.33,61001.33,GBP,annual,,,on_site,NaN,NaN,2026-08-18,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,61001.33,Recent UK (2023-2026)
24502,Claims Data Analyst,claims data analyst,data_analyst,unknown,Zego,London,Uk,GB,London,42846.06,42846.06,GBP,annual,,,on_site,NaN,NaN,2026-07-06,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,42846.06,Recent UK (2023-2026)
24503,Remediation Data Analyst,Remediation Data Analyst,data_analyst,unknown,Gold Group,London,Uk,GB,London,40730.16,40730.16,GBP,annual,,,hybrid,NaN,NaN,2026-08-19,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40730.16,Recent UK (2023-2026)
24504,Senior Data Analyst,senior data analyst,data_analyst,senior,Parker B Associates,London,Uk,GB,London,57901.32,57901.32,GBP,annual,,permanent,remote,NaN,NaN,2025-07-31,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,57901.32,Recent UK (2023-2026)
13781,Full Time Web Developer Job in Pakistan,Full Time Web Developer Job in Pakistan,other,mid,Pak Laser Engraving and Repro House,Lahore,,PK,Lahore,,,PKR,monthly,,full_time,on_site,junior,,2020-01-13,2026-08-20 22:39:25.593052+00:00,100.0,chisel_pk,True,,Historical PK (2019-2021)
24505,Senior Data Analyst,senior data analyst,data_analyst,senior,Micro IT Global,London,Uk,GB,London,68975.41,68975.41,GBP,annual,,,on_site,NaN,NaN,2025-03-31,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,68975.41,Recent UK (2023-2026)
24506,Senior Data Analyst,senior data analyst,data_analyst,senior,Universal Music,Kings Cross,Uk,GB,Greater London,49626.14,49626.14,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-13,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,49626.14,Recent UK (2023-2026)
24507,Royalty Data Analyst,Royalty Data Analyst,data_analyst,unknown,Gelfand Rennert and Feldman UK Limited,London,Uk,GB,London,35000.0,38000.0,GBP,annual,,,remote,NaN,NaN,2026-08-12,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,36500.0,Recent UK (2023-2026)
24508,People Data Analyst,People Data Analyst,data_analyst,unknown,Howden,London,Uk,GB,London,39729.89,39729.89,GBP,annual,,permanent,on_site,NaN,NaN,2026-07-29,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,39729.89,Recent UK (2023-2026)
24509,Senior Investment Data Analyst - Universities Superannuation Scheme Limited,Senior Investment Data Analyst - Universities Superannuation Scheme Limited,data_analyst,senior,Universities Superannuation Scheme Limited,London,Uk,GB,London,54734.36,54734.36,GBP,annual,,,on_site,NaN,NaN,2026-08-05,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,54734.36,Recent UK (2023-2026)
24510,Trainee Data Analyst,Trainee Data Analyst,data_analyst,junior,ITOL Recruit,Croydon,Uk,GB,Greater London,30000.0,50000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-04,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40000.0,Recent UK (2023-2026)
24511,Senior Data Analyst,senior data analyst,data_analyst,senior,Hunter Selection,The City,Uk,GB,Greater London,65000.0,75000.0,GBP,annual,,contract,hybrid,NaN,NaN,2026-08-05,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,70000.0,Recent UK (2023-2026)
24512,Systems Data Analyst,Systems Data Analyst,data_analyst,unknown,Computappoint,Farringdon,Uk,GB,Greater London,370.0,420.0,GBP,annual,,contract,hybrid,NaN,NaN,2026-08-04,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,395.0,Recent UK (2023-2026)
24513,Procurement Data Analyst,Procurement Data Analyst,data_analyst,unknown,Oliver James,London,Uk,GB,London,65737.56,65737.56,GBP,annual,,permanent,hybrid,NaN,NaN,2026-08-11,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,65737.56,Recent UK (2023-2026)
24514,Finance Data Analyst,Finance Data Analyst,data_analyst,unknown,Marc Daniels,Farringdon,Uk,GB,Greater London,60000.0,70000.0,GBP,annual,,,on_site,NaN,NaN,2026-07-24,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,65000.0,Recent UK (2023-2026)
24515,Finance Data Analyst,Finance Data Analyst,data_analyst,unknown,Marc Daniels,London,Uk,GB,London,60000.0,70000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-07-24,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,65000.0,Recent UK (2023-2026)
24516,Technical Data Analyst,Technical Data Analyst,data_analyst,unknown,Adecco,Farringdon,Uk,GB,Greater London,130000.0,156000.0,GBP,annual,,contract,hybrid,NaN,NaN,2026-08-12,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,143000.0,Recent UK (2023-2026)
24517,Senior Data Analyst,senior data analyst,data_analyst,senior,SF Partners,London,Uk,GB,London,70000.0,75000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-08-19,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,72500.0,Recent UK (2023-2026)
24518,CAD Data Analyst,CAD Data Analyst,data_analyst,unknown,Public Sector Resourcing,Farringdon,Uk,GB,Greater London,37700.0,42350.0,GBP,annual,,,on_site,NaN,NaN,2026-08-14,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,40025.0,Recent UK (2023-2026)
24519,Remediation Data Analyst,Remediation Data Analyst,data_analyst,unknown,Henderson Scott,London,Uk,GB,London,45835.7,45835.7,GBP,annual,,contract,hybrid,NaN,NaN,2026-08-20,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,45835.7,Recent UK (2023-2026)
24520,Graduate Data Analyst,Graduate Data Analyst,data_analyst,junior,Graduate Recruitment Bureau,London,Uk,GB,London,35000.0,35000.0,GBP,annual,,,on_site,NaN,NaN,2026-06-30,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,35000.0,Recent UK (2023-2026)
13782,Full Time Senior PHP Developer Job in Pakistan,Full Time Senior PHP Developer Job in Pakistan,other,mid,Quantum Analytics,Peshawar,,PK,Pakistan Other,,,PKR,monthly,,full_time,on_site,mid,,2020-01-13,2026-08-20 22:39:25.593052+00:00,100.0,chisel_pk,True,,Historical PK (2019-2021)
24521,Energy Data Analyst,Energy Data Analyst,data_analyst,unknown,Veolia,Turnpike Lane,Uk,GB,UK Other,31000.0,31000.0,GBP,annual,,,hybrid,NaN,NaN,2026-08-11,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,31000.0,Recent UK (2023-2026)
24522,Senior Data Analyst,senior data analyst,data_analyst,senior,CDP Global,Fenchurch St,Uk,GB,Greater London,41566.38,41566.38,GBP,annual,,permanent,on_site,NaN,NaN,2026-06-01,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,41566.38,Recent UK (2023-2026)
24523,Associate Data Analyst,Associate Data Analyst,data_analyst,junior,CDP Global,Fenchurch St,Uk,GB,Greater London,41601.36,41601.36,GBP,annual,,permanent,on_site,NaN,NaN,2026-06-01,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,41601.36,Recent UK (2023-2026)
24524,Senior Data Analyst,senior data analyst,data_analyst,senior,Develop,West London,Uk,GB,Greater London,70000.0,70000.0,GBP,annual,,permanent,on_site,NaN,NaN,2026-07-25,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,70000.0,Recent UK (2023-2026)
24525,Junior Data Analyst,junior data analyst,data_analyst,junior,Morson Edge,London,Uk,GB,London,30000.0,30000.0,GBP,annual,,,hybrid,NaN,NaN,2026-08-11,2026-08-21 19:40:12.458773+00:00,100.0,adzuna_uk,True,30000.0,Recent UK (2023-2026)
